,Identifiant,GroupeEtMention,Titre,Date,Nom du contact,orga du contact,Url,Children,Parent,Fcats,BroAndSisters,Store
241,a259cadf-04d3-49b2-9627-ae42f31b68e1, Zone atelier Armorique,"Occupation du sol (Pleine-Fougères, 2004) - Zone Atelier Armorique ZAAr",2018-06-13T16:54:53,['nabucet jean'],['LETG-Rennes Costel'],['https://www.osuris.fr/geoserver/zaar/wms'],[],[],"['https://www.osuris.fr/geonetwork/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=870903a7-3b9c-4d1a-9f09-073e092b8875']",[],à déterminer
242,bb7ed472-509e-4f8b-8353-60a4abb75445, Zone atelier Armorique,"Résaux bocagers (baie du Mont Saint-Michel, Marais du Couesnon, 2008) - Zone Atelier Armorique ZAAr",2022-07-08T09:26:18,['Cendrine Mony'],['ECOBIO UMR 6553 CNRS Université de Rennes 1'],"['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:Carto_lineaire_reseaux_boc_du_mont_St-Michel%20_Couesnon&styles=&bbox=364928.07626678076828575.373984465369358.353339751256837127.837069737&width=265&height=512&srs=EPSG:2154&format=application/openlayers', 'https://www.osuris.fr/geoserver/ecobio/wms']",[],[],[],[],à déterminer
243,66e2ccf9-50ea-4564-8c9b-f1e66bedfc98, Zone atelier Armorique,"Carte des types de successions culturales (Pleine-Fougères, 2000-2009) - Zone Atelier Armorique ZAAr",2018-06-14T15:06:21,['Jean Nabucet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['http://letg.univ-nantes.fr/fr/laboratoire/4/presentation'],[],[],"['http://localhost:8080/geosource/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=0a722725-ab98-4e8f-9f61-102545614da6']",[],à déterminer
244,719ed883-e6f4-4bf3-b4e6-53d5caefeb6a, Zone atelier Armorique,"Occupation parcellaire (Pleine-Fougères, Zones A et C, 1985) - Zone Atelier Armorique ZAAr",2018-06-14T15:13:42,['Jean Nabucet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:plfoug85&styles=&bbox=356065.296021870056824044.978669118364199.49121657656839458.742124693&width=270&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],[],[],à déterminer
245,oai:search-data.ubfc.fr:FR-18008901306731-2020-08-28, Zone atelier arc jurassien,"Piezometric monitoring in soils of the Clauge catchment area (Chaux forest, Jura)",2020-08-28,"['Lucot, Eric']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[],à déterminer
246,ea665b7d-80b5-4da8-a18a-f02c524c0dee, Zone atelier Armorique,"Relevés floristiques en bordures de champs (Pleine-Fougères, 2014) - Zone Atelier Armorique ZAAr",2021-03-19T10:15:43,['Audrey Alignier'],"['BAGAP UMR 0980 INRAE Agrocampus Ouest ESA', 'Zone Atelier Armorique']","['https://www.osuris.fr/geoserver/ecobio/wms', 'https://doi.org/10.1016/j.ecolind.2017.11.046']","['https://www.nature.com/articles/s41467-020-17171-y ', 'http://doi.org/10.23728/b2share.f87c5e9c27e940ee9b98900e302f0bb8 ', 'https://doi.org/10.1016/j.agee.2015.06.008']",[],[],[],à déterminer
247,0bc09c85-6eac-4abc-a3d8-3a469f620c1f, Zone atelier Armorique,"Carte de répartition de Deschampsia cespitosa (Marais de Sougéal, 2008 - ...) - Zone Atelier Armorique ZAAr",2021-10-06T17:54:12,"['Cendrine Mony', 'Romain Georges']",['ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:carto_deschampsia_2012&styles=&bbox=366485.08576757466832180.499395404367842.10314103966834967.284660246&width=249&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],[],[],à déterminer
248,79132dfd-597d-48fa-a07d-923e72d59249, Zone atelier Brest Iroise,MNT du Loc’h de Landévennec en mai 2011,2019-02-07T16:49:34Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/79132dfd-597d-48fa-a07d-923e72d59249/attachments/LO_2011_05_17.tif', 'https://cat.indores.fr/geonetwork/srv/api/records/79132dfd-597d-48fa-a07d-923e72d59249/attachments/LO_2011_05_17.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/79132dfd-597d-48fa-a07d-923e72d59249/attachments/LO_2011_05_17_LR.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/79132dfd-597d-48fa-a07d-923e72d59249/attachments/MNT_LOCH_2011_05_L2E.zip', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs']",[],[],[],[],à déterminer
249,753857a1-1f3f-49bd-a188-26a62642d282, Zone atelier Brest Iroise,Levé SMF plage de Porsmilin (15 octobre 2008),2019-02-11T18:44:28Z,['France Floch'],['IUEM - Institut Universitaire Européen de la Mer'],"['https://portail.indigeo.fr/geoserver/GEOSCIENCES-OCEAN/wms', 'https://portail.indigeo.fr/geoserver/GEOSCIENCES-OCEAN/wcs']",[],[],[],[],à déterminer
250,ed804f93-fa42-47bb-86d7-9a9a94f5dac6, Zone atelier bassin du Rhône,Suivi du déplacement de galets RFID sur l'Ain à Gévrieux (2005-2012),2016-10-19T17:52:15,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/zabr/', 'http://www.graie.org/zabr/zabrdoc/actualites/Ain_actes_avril14.pdf', 'https://halshs.archives-ouvertes.fr/halshs-00295071/document']",[],[],[],[],à déterminer
251,1f4331fb-9095-4c14-b925-ccdbefc13dff, Zone atelier bassin du Rhône,RhônEco - Miribel 2008-2018 : Suivi scientifique du programme de restauration hydraulique et écologique du Rhône,2019-05-20T11:16:46,['Jean-Michel OLIVIER'],['UMR 5023 - LEHNA'],['http://restaurationrhone.univ-lyon1.fr'],[],[],[],[],à déterminer
252,Regularb_pollen, Zone atelier Pyrénées Garonne,Pollen species carried by wild bees in wooded and herbaceous semi-natural habitats,,"['Wilfried Heintz', 'Justine Rivers-Moore']","['INRAE, UMR DYNAFOR', 'INRAE, UMR DYNAFOR']","['http://dx.doi.org/10.15454/X8G2LI', 'https://dynids.toulouse.inra.fr:8444/geoserver/Public_Dynafor/owsservice=WMS', 'https://dynids.toulouse.inra.fr:8444/geoserver/Public_Dynafor/owsservice=WFS&request=GetFeature&version=1.0.0&typeName=Regularb_pollen', 'https://dynids.toulouse.inra.fr:8444/geoserver/Public_Dynafor/owsservice=WFS&request=GetFeature&version=1.0.0&typeName=Regularb_pollen&outputFormat=json', 'https://dynids.toulouse.inra.fr:8444/geoserver/Public_Dynafor/owsservice=WFS&request=GetFeature&version=1.0.0&typeName=Regularb_pollen&outputFormat=SHAPE-ZIP', 'https://dynids.toulouse.inra.fr:8444/geoserver/Public_Dynafor/owsservice=WFS&request=GetFeature&version=1.0.0&typeName=Regularb_pollen&outputFormat=CSV']",[],[],"['http://147.100.164.43:8080/geonetwork/srv/eng/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=Regularb_pollen_dsd']",[],à déterminer
253,383d0526-f703-4910-85e9-f145f80e3b0f, Zone atelier Brest Iroise,Accessibilité des parcelle cadastrales du Pays de Brest depuis la mairie de Lesneven en 1952,2016-06-21T11:06:17,['Thibault Goriaud'],['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/383d0526-f703-4910-85e9-f145f80e3b0f/attachments/30min_Lesneven_parcelle.zip', 'https://portail.indigeo.fr/geoserver/wms', 'https://portail.indigeo.fr/geoserver/wfs']",[],[],[],[],à déterminer
254,1c1f8aa7-2f66-48af-80aa-7ae00c1bfa4a, Zone atelier bassin du Rhône,Réseau de contrôle microbiologique des zones de production conchylicoles (REMI),2012-08-07T14:07:45,[],"[""Institut Français de Recherche pour l'Exploitation de la MER : centre de Brest""]",['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[],à déterminer
255,bab1f9f2-fee7-4421-a139-47b7b3c5b1d9, Zone atelier bassin du Rhône,Corpus d'entretiens dans le cadre d'une enquête sociologique sur la conduite du plan Rhône (2015),2024-03-07T15:32:44.217044Z,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://ohm-vallee-du-rhone.in2p3.fr/', 'http://ohm-vr.org/ftp/Fiche_de_synthese/APR_2015/18_WEB_INTEREX_Rhone_BarthelemyComby.pdf']",[],[],[],[],à déterminer
256,cef9a3c8-277a-443d-bddf-a74d8805bd79, Zone atelier Pyrénées Garonne,Parcelles Sebiopag Dijon 2014,2017-10-26T15:18:40Z,['Petit Sandrine'],['INRA'],['http://'],[],[],[],[],à déterminer
257,oai:search-data.ubfc.fr:FR-18008901306731-2022-04-01, Zone atelier arc jurassien,Water temperature data of the Forbonnet peatland (Thermopeat project),2022-04-01,"['Bertrand, Guillaume', 'Lhosmot, Alexandre']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[],à déterminer
258,b81beaf7-43f4-4a77-8e71-de38424e33f7, Zone Atelier Seine,,2020-02-03T14:11:41,['Laurence LESTEL'],['Sorbonne Université - UMR 7619 Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[],à déterminer
259,896a4591-c993-4664-8658-98872f639693, Zone atelier Brest Iroise,"Trait de côte - Sillon de Troaon, Hôpital-Camfrout (Finistère) 1952-2006",2019-03-06T10:43:29Z,['Pierre STEPHAN'],['UMR6554 LETG CNRS'],"['https://tel.archives-ouvertes.fr/file/index/docid/355047/filename/THESE_STEPHAN.pdf', 'https://geomorphologie.revues.org/9416#tocto1n2', 'https://www.univ-brest.fr/digitalAssets/40/40131_Stephan_et-al_Rapport_FRAC-GPN_2012.pdf', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wfs']",[],[],[],[],à déterminer
260,f95ea335-1dfc-421d-b71f-da5486d9fc88, Zone atelier Armorique,"Suivi de Buteo buteo et Falco tinnunculus (Pleine-fougères, 2004 - ...) - Zone Atelier Armorique ZAAr",2018-03-15T15:45:01,"['Alain Butet', 'Yann Rantier', 'Françoise Le Moal']",['ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1'],[],[],[],[],[],à déterminer
261,ee88c31c-2bfc-44b3-95aa-8cdafb05c83f, Zone atelier bassin du Rhône,Atlas des travaux de parachèvement et de premier entretien (1891),2024-03-26T19:24:41.554376Z,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://ohm-vr.org/', 'https://websig.ens-lyon.fr:3344/webappbuilder/apps/27/', 'https://www.researchgate.net/publication/313315034_Evolution_of_abandoned_channels_Insights_on_controlling_factors_in_a_multi-pressure_river_system']",[],[],[],[],à déterminer
262,e6577e19-2af3-46b4-beb2-d2b5dd82e919, Zone atelier bassin du Rhône,Suivi de la qualité des eaux du lac du Bourget,2012-08-09T13:43:53,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[],à déterminer
263,b12bb665-b63f-4037-a8d8-469eba061144, Zone atelier Armorique,"Résaux bocagers (baie du Mont Saint-Michel, Marais d'Aucey-Boucey, Partie Aucey) - Zone Atelier Armorique ZAAr",2018-06-14T16:54:14,['Cendrine Mony'],['ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:Carto_lineaire_reseaux_boc_du_mont_St-Michel%20_Aucey&styles=&bbox=366811.43487731636832643.67506889368863.96014885026835094.693190163&width=428&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],[],[],à déterminer
264,c079b65d-f03d-4eba-96cd-a13fe50bbbde, Zone atelier bassin du Rhône,Réseau National d'Observation de la qualité du milieu marin matière vivante (sous programme du RNO),2012-08-07T13:11:58,[],"[""Ministère de l'Ecologie et du Développement Durable""]",['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[],à déterminer
265,75eae408-418d-4bb7-b379-0ba77ba50eb8, Zone atelier Brest Iroise,"Carte de répartition d'Ophioglossum lusitanicum, Ouessant (2005)",2019-01-29T16:19:12Z,['Mathias ROUAN'],['UMR6554 LETG CNRS'],"['https://portail.indigeo.fr/geoserver/wms', 'https://portail.indigeo.fr/geoserver/wfs']",[],[],[],[],à déterminer
266,367ce1f0-4f15-4614-8f12-34f25a9a41da, Zone atelier bassin du Rhône,Instruction des plans de prévention du risque inondation (PPRI) dans l'Hérault,2012-09-11T12:20:07,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[],à déterminer
267,7a74b39d-560d-487c-8182-1addc1df0226, Zone atelier bassin du Rhône,Bilan annuel des principaux rejets industriels en Languedoc-Roussillon,2012-07-31T11:00:07,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[],à déterminer
268,adee4652-c0f2-42bd-aa4c-ac534191fbf8, Zone atelier bassin du Rhône,Caractérisation granulométrique du lit de la haute vallée de l'Ain (2014),2019-08-02T10:43:21,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/zabr/', 'http://www.graie.org/zabr/zabrdoc/Prg_Rech/B15/Rapport-B15-2012.pdf']",[],[],[],[],à déterminer
269,c34f8a48-af6d-49ec-abf2-8fe5d786b68c, Zone atelier Armorique,"Niveaux Piezometrique (Sougeal, 2017) - Zone Atelier Armorique ZAAr",2018-10-24T10:43:57,['BOUGER Guillaume'],['UMS3343 - OSUR'],['https://www.osuris.fr/geoserver/zaar/wms'],[],[],[],[],à déterminer
270,fb1d65c8-2d38-481b-afd2-06623a3c23f3, Zone atelier bassin du Rhône,Suivi de la pluviométrie sur le bassin de la Morcille à la station de Calvaire,2019-07-01T15:17:16,['Véronique GOUY'],['IRSTEA'],"['https://saam.irstea.fr/', 'https://bdoh.irstea.fr/SITE-ATELIER-ARDIERES-MORCILLE/']",[],[],[],[],à déterminer
271,24a136fc-5935-4424-8198-0f23daf2eaeb, Zone atelier Armorique,"Occupation du sol (Pleine-Fougères, 1952) - Zone Atelier Armorique ZAAr",2019-07-03T13:00:21,"['ALCALA-JIMENEZ Tamara', 'BRABANT Charlotte', 'RANTIER Yann']",['ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geoserver/wms'],[],[],[],[],à déterminer
272,b51fa0b1-f40e-418c-9a85-2d6c22fc46b5, Zone atelier bassin du Rhône,Cartographie diachronique (2005-2014) des unités physionomiques de la basse vallée de l'Ain,2016-09-20T10:58:37,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],['http://www.graie.org/zabr/index.htm'],[],[],[],[],à déterminer
273,7d02932e-9ecb-4143-9c2b-71390af27ea4, Zone atelier Armorique,"Résaux bocagers (baie du Mont Saint-Michel, Marais du Mesnil, 2008) - Zone Atelier Armorique ZAAr",2018-06-14T16:47:35,['Cendrine Mony'],['ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geoserver/ecobio/wmsservice=WMS&version=1.1.0&request=GetMap&layers=ecobio:Carto_lineaire_reseaux_boc_du_mont_St-Michel%20_Mesnil&styles=&bbox=364928.07626921866835198.771928725367165.1026577076837127.837071525&width=512&height=441&srs=EPSG:2154&format=application/openlayers'],[],[],[],[],à déterminer
274,9b19fbf4-2839-4636-9375-526c0b067301, Zone atelier Brest Iroise,Traits de Côte – Baie de Goulven (Finistère) 1948-2016,2019-02-12T16:44:49Z,['Pierre Stéphan'],['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/9b19fbf4-2839-4636-9375-526c0b067301/attachments/Aerial_Photos_Inventory.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/9b19fbf4-2839-4636-9375-526c0b067301/attachments/Aerial_Photos_Error.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/9b19fbf4-2839-4636-9375-526c0b067301/attachments/TDC_BAIE_GOULVEN_1948_2016_L93.zip', 'https://cat.indores.fr/geonetwork/srv/api/records/9b19fbf4-2839-4636-9375-526c0b067301/attachments/STEPHAN_et_al_2018.pdf', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs']",[],[],[],[],à déterminer
275,fb9c94c0-17ac-41ef-a1b4-9f5fb8460faa, Zone atelier Brest Iroise,"Carte de répartition de Isoetes histrix, Ouessant (2005)",2019-01-29T16:14:49Z,['Mathias ROUAN'],['UMR6554 LETG CNRS'],"['https://portail.indigeo.fr/geoserver/wms', 'https://portail.indigeo.fr/geoserver/wfs']",[],[],[],[],à déterminer
276,oai:search-data.ubfc.fr:FR-18008901306731-2016-05-26, Zone atelier arc jurassien,Noise map Besançon 2008,2016-05-26,"['Pujol, Sophie']",['Centre Hospitalier Régional Universitaire de Besançon'],"['http://link.springer.com/article/10.1007/s11524-013-9843-6', 'http://onlinelibrary.wiley.com/doi/10.1111/ina.12094/abstract', 'http://www.nature.com/jes/journal/v25/n1/full/jes201433a.html', 'http://www.sciencedirect.com/science/article/pii/S0003682X12000321', 'http://www.sciencedirect.com/science/article/pii/S0269749116303487']",[],[],[],[],à déterminer
277,4de7b0aa-d67e-4ce5-bd8e-825ba144edc6, Zone atelier Alpes,MODIS SNOW,2018-01-25T09:33:43,['Alexander Jacob'],[],"['http://saocompute.eurac.edu/geoserver/MODIS/wmsservice=WMS&version=1.1.0&request=GetMap&layers=MODIS:MODIS%20Snow%20Cover&styles=&bbox=3847097.795985522208192.270306884982445.607832482872447.7449727&width=768&height=449&srs=EPSG:3035&format=application/openlayers', 'http://saots.eurac.edu/']",[],[],[],[],à déterminer
278,95c6ad68-7e93-44e9-93c1-5053a3eb9761, Zone atelier bassin du Rhône,Tests de toxicité sur des sédiments d'annexes fluviatiles du Rhône (2009-2012),2016-10-27T11:25:50,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/osr/', 'http://www.graie.org/osr/IMG/pdf/Typologie_troncons_janv13.pdf', 'http://www.graie.org/osr/IMG/pdf/Essais_ecotoxicite_et_preconisation.pdf']",[],[],[],[],à déterminer
279,dc9bedcd-0f66-44b9-83dc-fabcee8ad457, Zone atelier bassin du Rhône,Levé LiDAR sur le Vieux Rhône de Donzère-Mondragon (2014),2016-10-27T11:25:52,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],['http://www.graie.org/osr/'],[],[],[],[],à déterminer
280,9c460fb0-1a07-4f66-bb0c-8ca48306a085, Zone atelier bassin du Rhône,Carottes d'archives fluviatiles du Rhône et de la Durance (2013),2022-01-04T14:32:58Z,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://ohm-vr.org/', 'http://ohm-vr.org/ftp/Fiche_de_synthese/APR_2013/6.Copard_ficheCOS.pdf']",[],[],[],[],à déterminer
281,FR-130005457-201808290955-1872_OCS_LIVE_Rohrschollen_L1, Zone atelier environnementale urbaine,DONNEE : Occupation du sol de l'île du Rohrschollen - 1872 - Strasbourg,2018-11-16T14:49:40,['ESCHBACH David'],"['Laboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRAZone Atelier Environnementale UrbaineLaboratoire Image Ville Environnement - UMR 7362, CNRS-UNISTRA']",['https://www.datagrandest.fr/geonetwork/srv/fre/catalog.search#/metadata/FR-130005457-201808290955-1872_Carte_LIVE_Rohrschollen_L1'],[],[],[],[],à déterminer
282,72186eb5-4d91-42d6-ac7f-9d75854bce32, Zone Atelier Seine,,2020-01-28T15:27:57,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[],à déterminer
283,eb9993d9-f93a-490f-ae7e-3e15457c00fb, Zone atelier Armorique,"Image SPOT (Rennes / Pleine-Fougères, 09/05/2017) - Zone Atelier Armorique ZAAr",2018-07-03T16:36:24,['Thomas Houet'],['LETG-RENNES UMR 6554 CNRS Université de Rennes 2'],['https://bretagne.kalideos.fr/drupal/fr/mapshup_page'],[],[],[],[],à déterminer
284,f8af4851-12c3-4f47-8831-13f895089994, Zone atelier Brest Iroise,MNT du Sillon des Anglais en juillet 2015,2019-02-08T09:29:38Z,"['Pierre, Stéphan']",['UMR6554 LETG CNRS'],"['https://cat.indores.fr/geonetwork/srv/api/records/f8af4851-12c3-4f47-8831-13f895089994/attachments/MNT_ANGLAIS_2015_07_L93.zip', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wms', 'https://portail.indigeo.fr/geoserver/LETG-BREST/wcs', 'https://cat.indores.fr/geonetwork/srv/api/records/f8af4851-12c3-4f47-8831-13f895089994/attachments/anglais_20150707_TOTAL_L93.txt', 'https://cat.indores.fr/geonetwork/srv/api/records/f8af4851-12c3-4f47-8831-13f895089994/attachments/ANGLAIS_2015_07_07_L93_FUSION.txt']",[],[],[],[],à déterminer
285,b42627a2-1cda-4a8c-8ba9-0c7d35c1cb6e, Zone atelier bassin du Rhône,Pk de la Compagnie Nationale du Rhône,2016-11-21T15:54:10,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],['http://www.graie.org/osr/'],[],[],[],[],à déterminer
286,6ed0b1c6-95e9-4231-819f-b27b2b6ce0c9, Zone Atelier Seine,,2020-01-28T14:41:35,['Laurence LESTEL'],['Sorbonne Université - Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[],à déterminer
287,9d9b88a3-370b-47a4-9df5-3b7fd60d5081, Zone atelier bassin du Rhône,Concentrations en métaux sur les MES du Rhône méridional et de ses affluents (2011-2015),2016-11-22T16:39:40,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/osr/', 'http://www.graie.org/osr/IMG/pdf/A7_rapp-_final_mars_2014.pdf', 'http://www.graie.org/osr/IMG/pdf/OSR3_Livrables_4_et_5_version_finale.pdf']",[],[],[],[],à déterminer
288,f22b180f-7c22-430c-b854-62b39d18914f, Zone atelier Armorique,"Relevés de carabes (Pleine-Fougères, 2011) - Zone Atelier Armorique ZAAr",2021-03-26T14:05:11,"['Stéphanie Aviron', 'Françoise Le-Moal', 'Francoise Burel', 'Rémi DuflotAudrey Alignier']",['BAGAP UMR 0980 INRAE Agrocampus Ouest ESAECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1ECOBIO UMR 6553 CNRS Université de Rennes 1BAGAP UMR 0980 INRAE Agrocampus Ouest ESAZone Atelier Armorique (ZAAr)'],['https://www.osuris.fr/geoserver/ecobio/wms'],[],[],[],[],à déterminer
289,4b4bcfd3-7645-49bc-a4dd-388886d5e779, Zone Atelier Seine,,2020-02-04T13:07:27,['Laurence LESTEL'],['Sorbonne Université - UMR 7619 Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[],à déterminer
290,f36291be-7985-41d4-9a00-9983d26aa4bb, Zone atelier Alpes,Observatoire hydrosédimentaire de montagne Draix-Bleone,2018-05-29T14:20:24,"['Cambon, J.P.', 'Esteves, M.', 'Klotz, S.', 'Le Bouteiller, C.', 'Legout, C.Liebault, F.', 'Mathys, N.', 'Meunier, M.', 'Olivier, J.E.', 'Richard, D.']","['Irstea', 'Irstea', 'Irstea', 'Irstea', 'Irstea', 'Irstea', 'Irstea', 'IrsteaIrstea', 'Irstea']","['http://bdoh.irstea.fr/DRAIX ', 'https://doi.org/10.17180/obs.draix', 'https://oredraixbleone.irstea.fr/']",[],[],[],[],à déterminer
291,c92690a3-b5a4-42b0-a91d-37f2c8233a47, Zone atelier bassin du Rhône,Carte topographique du cours du Rhône (1860),2024-03-26T15:06:10.271359Z,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],"['http://www.graie.org/osr/', 'http://www.graie.org/osr/IMG/pdf/Rapport_de_synthese.pdf', 'http://www.graie.org/osr/IMG/pdf/Atlas_synthese.pdf']",[],[],[],[],à déterminer
292,b033d850-daff-4357-b608-c2e465bdc03c, Zone atelier bassin du Rhône,Suivi de la qualité de l'eau de l'Argens,2012-08-09T13:37:15,[],['Conseil Général du Var'],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[],à déterminer
293,oai:search-data.ubfc.fr:FR-18008901306731-2017-01-12-02, Zone atelier arc jurassien,"Pollen analysis - Clairvaux-les-lacs (F-39), Station II",2017-01-12,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],"['http://cths.fr/ed/edition.phpid=242 ', 'http://www.sudoc.fr/041165667Collection: PollenChrono']",[],[],[],[],à déterminer
294,e477c849-a357-486e-ba4c-fcd8051c1ed8, Zone atelier bassin du Rhône,Centre national d'interprétation des captures de salmonidés migrateurs,2012-09-03T17:27:32,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[],à déterminer
295,72c9983c-a3af-419c-a53d-19c33b8fb74d, Zone atelier Armorique,Limite du site C (Zone Atelier Armorique) - Zone Atelier Armorique ZAAr,2019-07-03T12:03:20,['Mony'],['ECOBIO UMR 6553 CNRS Université de Rennes 1'],['https://www.osuris.fr/geoserver/zaar/wms'],[],[],[],[],à déterminer
296,60d453fd-7f18-4518-b3f6-5f972ff20b97, Zone atelier bassin du Rhône,Inventaire des zones humides supérieures à un hectare de Franche Comté,2012-09-11T12:39:39,[],[],['http://www.rdbrmc.com/RESEAUX/presentation/main/index.php'],[],[],[],[],à déterminer
297,oai:search-data.ubfc.fr:FR-18008901306731-2020-03-23, Zone atelier arc jurassien,"Pollen analysis - Bouverans (F-25), L'entonnoir",2021-01-01,"['Richard, Hervé']",['Laboratoire Chrono-environnement (UMR 6249)'],[],[],[],[],[],à déterminer
298,685fd38c-844d-44b7-ac04-4820492b9fdf, Zone atelier Armorique,"Réseau de haies (Pleine-Fougères, site D, 1952) - Zone Atelier Armorique ZAAr",2018-06-14T16:09:25,['nabucet jean'],['LETG-Rennes Costel'],['http://preprod.osuris.org/geoserver/Zone_Atelier_Armorique/wmsservice=WMS&version=1.1.0&request=GetMap&layers=Zone_Atelier_Armorique:haie_1952_sited&styles=&bbox=360558.218756838605.5367516.31256846374.5&width=458&height=512&srs=EPSG:2154&format=application/openlayers'],[],[],"['https://www.osuris.fr/geonetwork/srv/en/cswservice=CSW&request=GetRecordById&version=2.0.2&outputSchema=', 'http://www.isotc211.org/2005/gmd&elementSetName=full&id=5742154d-98ca-46f0-9ba3-8829282de728']",[],à déterminer
299,fcb46e1c-5c6f-4425-a73d-89a633af4c41, Zone atelier bassin du Rhône,Axes médians du Rhône (2009),2019-08-02T10:43:01,['Fanny Arnaud'],['UMR 5600 EVS - ENS de Lyon'],['http://www.graie.org/osr/'],[],[],[],[],à déterminer
300,be128496-fdbe-492b-a8da-332e22a359fd, Zone Atelier Seine,,2020-02-04T14:06:15,['Laurence LESTEL'],['Sorbonne Université - UMR 7619 Metis'],['https://georchestra.archiseine.metis.upmc.fr/geoserver/wms'],[],[],[],[],à déterminer
