,niv1,niv2,ids_niv1,ids_niv2,val,niv0
284.0,CNRS Research Data, French Fluid Dynamics Database,163280.0, 193082,1,Recherche Data Gouv
285.0,Data repository CY Cergy Paris Université,,163810.0,,1,Recherche Data Gouv
286.0,Université Côte d'Azur,"""Laboratoire Dinformatique Signaux et Systèmes de Sophia-Antipolis""",163811.0,174193,1,Recherche Data Gouv
287.0,Université Côte d'Azur, Institut Sophia Agrobiotech,163811.0, 174197,1,Recherche Data Gouv
288.0,ENAC,Telecom,165021.0,197003,1,Recherche Data Gouv
289.0,ENAC, Transport Aérien - TA,165021.0, 197004,1,Recherche Data Gouv
290.0,ENAC, II - Informatique Interactive,165021.0, 222042,1,Recherche Data Gouv
291.0,ENAC, OPTIM,165021.0, 284520,1,Recherche Data Gouv
292.0,Isara,,165098.0,,1,Recherche Data Gouv
293.0,Data Nantes Université,ERC Promises,165099.0,174253,1,Recherche Data Gouv
294.0,Data Nantes Université," ""Observatoire des Sciences de lUnivers Nantes Atlantique (Osuna)""",165099.0, 174520,1,Recherche Data Gouv
295.0,Data Nantes Université, Laboratoire MIP,165099.0, 176077,1,Recherche Data Gouv
296.0,Data Nantes Université, ANR-DEMCOM - Durable and Environmental design of Monitored COncrete structures in Marine environment,165099.0, 179212,1,Recherche Data Gouv
297.0,Data Nantes Université, Laboratoire de Planétologie et Géosciences (LPG),165099.0, 201219,1,Recherche Data Gouv
298.0,Entrepôt de données Avignon Université,Agro&Sciences,165768.0,174660,1,Recherche Data Gouv
299.0,Entrepôt de données Avignon Université, Culture Patrimoines Sociétés Numériques,165768.0, 178272,1,Recherche Data Gouv
300.0,Université Le Havre Normandie,URCOM - Unité de Recherche en Chimie Organique et Macromoléculaire ,168825.0,175285,1,Recherche Data Gouv
301.0,Université Le Havre Normandie, GREAH - Groupe de Recherche en Electrotechnique et Automatique du Havre,168825.0, 176149,1,Recherche Data Gouv
302.0,Université Le Havre Normandie, LMAH - Laboratoire de Mathématiques Appliquées du Havre ,168825.0, 176167,1,Recherche Data Gouv
303.0,Université Le Havre Normandie, LITIS - Laboratoire d’Informatique et du Traitement de l’Information et des Systèmes,168825.0, 179064,1,Recherche Data Gouv
304.0,Université Le Havre Normandie, LOMC - Laboratoire Ondes et Milieux Complexes,168825.0, 179065,1,Recherche Data Gouv
305.0,Université Le Havre Normandie, SEBIO - Stress Environnementaux et BIOsurveillance des milieux aquatiques,168825.0, 179066,1,Recherche Data Gouv
306.0,Toulouse INP,LGC,168826.0,174376,1,Recherche Data Gouv
307.0,Univ-Clermont-Auvergne,TIRAMISU,168828.0,197313,1,Recherche Data Gouv
308.0,Univ-Clermont-Auvergne, Institut Pascal,168828.0, 201555,1,Recherche Data Gouv
309.0,Univ-Clermont-Auvergne, UMR 1095 GDEC ,168828.0, 208982,1,Recherche Data Gouv
310.0,Ecole supérieure des agricultures,GRAPPE,174694.0,191947,1,Recherche Data Gouv
311.0,Ecole supérieure des agricultures, URSE,174694.0, 192360,1,Recherche Data Gouv
312.0,Ecole supérieure des agricultures, LEVA,174694.0, 192364,1,Recherche Data Gouv
313.0,Ecole supérieure des agricultures, LARESS,174694.0, 192366,1,Recherche Data Gouv
314.0,Ecole supérieure des agricultures, BAGAP-ESA,174694.0, 192368,1,Recherche Data Gouv
315.0,Data Recherche Bourgogne-Franche-Comté,Data BSB,174695.0,168827,1,Recherche Data Gouv
316.0,Data Recherche Bourgogne-Franche-Comté, Data Université de Franche-Comté,174695.0, 175567,1,Recherche Data Gouv
317.0,Data Recherche Bourgogne-Franche-Comté, Data Université de Bourgogne,174695.0, 175568,1,Recherche Data Gouv
318.0,Data Recherche Bourgogne-Franche-Comté, Data Université de Technologie de Belfort Montbéliard,174695.0, 175569,1,Recherche Data Gouv
319.0,Data Recherche Bourgogne-Franche-Comté, Data SUPMICROTECH-ENSMM,174695.0, 175572,1,Recherche Data Gouv
320.0,Data Recherche Bourgogne-Franche-Comté, Data Agro Dijon,174695.0, 175573,1,Recherche Data Gouv
321.0,Data Recherche Bourgogne-Franche-Comté, Data Arts et Métiers Campus de Cluny,174695.0, 183125,1,Recherche Data Gouv
322.0,DAT'AMU _ Entrepôt de données de recherche d'Aix Marseille Université. DAT'AMU _ Aix Marseille University research data warehouse.,CIML,176466.0,221986,1,Recherche Data Gouv
323.0,Data Université de Limoges,"""CREOP - Centre de Recherche sur lEntreprise",176467.0,192324,1,Recherche Data Gouv
324.0,Data Université de Limoges," les Organisations et le Patrimoine""",176467.0, 192325,1,Recherche Data Gouv
325.0,Data Université de Limoges," ""LAPE - Laboratoire dAnalyse et de Prospectives Economiques""",176467.0, 192365,1,Recherche Data Gouv
326.0,Data Université de Limoges, OMIJ - Observatoire des mutations institutionnelles et juridiques,176467.0, 192367,1,Recherche Data Gouv
327.0,Data Université de Limoges, GEOLAB,176467.0, 192369,1,Recherche Data Gouv
328.0,Data Université de Limoges, CeReS,176467.0, 192370,1,Recherche Data Gouv
329.0,Data Université de Limoges, CRIHAM,176467.0, 192372,1,Recherche Data Gouv
330.0,Data Université de Limoges, EHIC,176467.0, 192373,1,Recherche Data Gouv
331.0,Data Université de Limoges, FrED,176467.0, 192375,1,Recherche Data Gouv
332.0,Data Université de Limoges, GRESCO,176467.0, 192376,1,Recherche Data Gouv
333.0,Data Université de Limoges, CRIBL,176467.0, 192377,1,Recherche Data Gouv
334.0,Data Université de Limoges, EpiMaCT,176467.0, 192378,1,Recherche Data Gouv
335.0,Data Université de Limoges, P&T,176467.0, 192379,1,Recherche Data Gouv
336.0,Data Université de Limoges, RESINFIT,176467.0, 192380,1,Recherche Data Gouv
337.0,Data Université de Limoges, CAPTuR,176467.0, 192382,1,Recherche Data Gouv
338.0,Data Université de Limoges, HAVAE,176467.0, 192385,1,Recherche Data Gouv
339.0,Data Université de Limoges, LABCiS,176467.0, 192386,1,Recherche Data Gouv
340.0,Data Université de Limoges, NEURIT,176467.0, 192387,1,Recherche Data Gouv
341.0,Data Université de Limoges, VieSanté,176467.0, 192388,1,Recherche Data Gouv
342.0,Data Université de Limoges, IRCER,176467.0, 192389,1,Recherche Data Gouv
343.0,Data Université de Limoges, GC2D,176467.0, 192390,1,Recherche Data Gouv
344.0,Data Université de Limoges, E2Lim,176467.0, 192391,1,Recherche Data Gouv
345.0,Data Université de Limoges, XLIM,176467.0,,1,Recherche Data Gouv
346.0,La Rochelle Université,LIENSs,178229.0,192165,1,Recherche Data Gouv
347.0,La Rochelle Université, CEBC,178229.0, 192166,1,Recherche Data Gouv
348.0,La Rochelle Université, NUDD,178229.0, 192167,1,Recherche Data Gouv
349.0,La Rochelle Université, LASIE,178229.0, 192168,1,Recherche Data Gouv
350.0,La Rochelle Université, L3i,178229.0, 192169,1,Recherche Data Gouv
351.0,La Rochelle Université, MIA,178229.0, 192170,1,Recherche Data Gouv
352.0,Université Polytechnique Hauts-de-France,,180916.0,,1,Recherche Data Gouv
353.0,Data UT3,Institut de Recherche en Informatique de Toulouse (IRIT),180949.0,201880,1,Recherche Data Gouv
354.0,Data UT3, Institut de Pharmacologie et Biologie Structurale (IPBS),180949.0, 284981,1,Recherche Data Gouv
355.0,Data UT3, Institut des Maladies Métaboliques et Cardiovasculaires (I2MC),180949.0, 285008,1,Recherche Data Gouv
356.0,Data UT3," ""Centre dEtudes Spatiales de la Biosphère (CESBIO)""",180949.0, 285011,1,Recherche Data Gouv
357.0,Data UT3," ""Centre Interuniversitaire de Recherche et dIngénierie des Matériaux (CIRIMAT)""",180949.0, 285062,1,Recherche Data Gouv
358.0,Data UT3," ""Centre de Recherche sur la Biodiversité et lEnvironnement (CRBE)""",180949.0, 285065,1,Recherche Data Gouv
359.0,Data UT3, Géosciences Environnement Toulouse (GET),180949.0, 285066,1,Recherche Data Gouv
360.0,INSA Toulouse,,185832.0,,1,Recherche Data Gouv
361.0,Université Rennes 2,,185838.0,,1,Recherche Data Gouv
362.0,Data ensfea,transitions éducation,186563.0,187783,1,Recherche Data Gouv
363.0,Data ensfea, transitions territoires,186563.0, 187784,1,Recherche Data Gouv
364.0,Data ensfea, transitions agro écologiques,186563.0, 187786,1,Recherche Data Gouv
365.0,Data Centrale Lyon,,192455.0,,1,Recherche Data Gouv
366.0,Enssib - École nationale supérieure des sciences de l'information et des bibliothèques, Collection ELICO-ENSSIB,218077.0,328796,1,Recherche Data Gouv
367.0,Enssib - École nationale supérieure des sciences de l'information et des bibliothèques,  Collection Centre Gabriel Naudé,218077.0, 328859,1,Recherche Data Gouv
368.0,Enssib - École nationale supérieure des sciences de l'information et des bibliothèques," ""Collection Travaux scientifiques de lEnssib""",218077.0, 339585,1,Recherche Data Gouv
369.0,Data Recherche URN,,279206.0,,1,Recherche Data Gouv
