,Date,location,groupPublished,Org,cl_topic.langfre,keywordType-place.langfre,cl_topic.default,keywordType-place.default,th_external-place-departements.default,th_external-place-departements.langfre,th_external-place-ore.default,th_otherKeywords-place.default,th_otherKeywords-place.langfre,th_external-place-thematiques.default,th_external-place-ore.langfre,th_external-place-thematiques.langfre,resourceTitleObject.default,cl_useConstraints.default,uuid,format,owner,recordOwner,standardNameObject.default,ZAA,ZAAJ,ZAAR,ZAEU,ZAS,ZAM,ZABRI,ZABR,ZAL,ZAPygar,Year,long,lat
816,2022-09-02 10:13:18+00:00,"{
  ""coordinates"": [
    5.391800999999999,
    44.130546499999994
  ],
  ""type"": ""Point""
}",all,umr hydrosciences montpellier (hsm),-,-,-,-,-,-,-,-,-,-,-,-,Time series of type hydrology-hydrogeology in Fontaine de Vaucluse basin - FONTAINE DE VAUCLUSE observatory - KARST observatory network - OZCAR Critical Zone network Research Infrastructure,-,65a70700-af2e-4768-baad-732177467ba2,csv,120,Jérôme Dutroncy,ISO 19115:2003/19139,,,,,,,,,,,2022,5.391800999999999,44.130546499999994
817,2022-09-02 10:13:11+00:00,"{
  ""coordinates"": [
    5.3007095,
    44.047289
  ],
  ""type"": ""Point""
}",all,umr hydrosciences montpellier (hsm),-,-,-,-,-,-,-,-,-,-,-,-,Time series of type chemistry in Fontaine de Vaucluse basin - FONTAINE DE VAUCLUSE observatory - KARST observatory network - OZCAR Critical Zone network Research Infrastructure,-,5f2ff6cf-5fd9-4bb6-abe9-9c547951f533,csv,120,Jérôme Dutroncy,ISO 19115:2003/19139,,,,,,,,,,,2022,5.3007095,44.047289
818,2022-09-02 10:13:04+00:00,"{
  ""coordinates"": [
    4.348898,
    43.840438
  ],
  ""type"": ""Point""
}",all,umr hydrosciences montpellier (hsm),-,-,-,-,-,-,-,-,-,-,-,-,Time series of type hydrology-hydrogeology in Fontaine de Nimes basin - FONTAINE DE NIMES observatory - KARST observatory network - OZCAR Critical Zone network Research Infrastructure,-,2b4fbf81-b895-4bf6-a8a0-9f29a68aa807,csv,120,Jérôme Dutroncy,ISO 19115:2003/19139,,,,,,,,,,,2022,4.348898,43.840438
819,2022-09-02 10:12:57+00:00,"{
  ""coordinates"": [
    4.348898,
    43.840438
  ],
  ""type"": ""Point""
}",all,umr hydrosciences montpellier (hsm),-,-,-,-,-,-,-,-,-,-,-,-,Time series of type chemistry in Fontaine de Nimes basin - FONTAINE DE NIMES observatory - KARST observatory network - OZCAR Critical Zone network Research Infrastructure,-,d7890c02-a4cc-456f-be18-68fdb75f234f,csv,120,Jérôme Dutroncy,ISO 19115:2003/19139,,,,,,,,,,,2022,4.348898,43.840438
820,2022-09-02 00:00:00+00:00,-,"ZAAJ, all, intranet",non renseigné,-,-,-,-,-,-,-,-,-,-,-,-,"Distribution of waterbirds along the Drugeon river, France",-,oai:search-data.ubfc.fr:FR-13002091000019-2022-09-02,application/vndgoogle-earthkml+xml,107,Test Workflow,-,,,,,,,,,,,2022,0.0,0.0
821,2022-08-31 12:26:15+00:00,"{
  ""coordinates"": [
    -1.62772,
    48.4714185
  ],
  ""type"": ""Point""
}",all,umr6554 letg cnrs,"Sciences de la terre, géosciences","France, Bretagne","Sciences de la terre, géosciences","France, Bretagne",-,-,-,-,-,-,-,-,"Image DSM drone (La Timbertière,2020-07-07) - Zone Atelier Armorique ZAAr",Droit de propriété intellectuelle / Droit patrimonial,8270f713-888b-4291-bced-b10a7f1b6a35,geotiff,101,Amandine Henon,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,-1.62772,48.4714185
822,2022-08-31 12:26:04+00:00,"{
  ""coordinates"": [
    -1.62772,
    48.4714185
  ],
  ""type"": ""Point""
}",all,umr6554 letg cnrs,"Sciences de la terre, géosciences","France, Bretagne","Sciences de la terre, géosciences","France, Bretagne",-,-,-,-,-,-,-,-,"Image RGB drone (La Timbertière,2020-07-07) - Zone Atelier Armorique ZAAr",Droit de propriété intellectuelle / Droit patrimonial,f1b29f16-861c-4dd8-81d9-933b77b4d5c5,geotiff,101,Amandine Henon,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,-1.62772,48.4714185
823,2022-08-31 12:25:52+00:00,"{
  ""coordinates"": [
    -1.6284960000000002,
    48.471271
  ],
  ""type"": ""Point""
}",all,umr6554 letg cnrs,"Sciences de la terre, géosciences","France, Bretagne","Sciences de la terre, géosciences","France, Bretagne",-,-,-,-,-,-,-,-,"Image RGB drone (La Timbertière,2020-05-07) - Zone Atelier Armorique ZAAr",Droit de propriété intellectuelle / Droit patrimonial,ee064f8b-ea71-48a7-bcbb-121fb2b89eb9,geotiff,101,Amandine Henon,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,-1.6284960000000002,48.471271
824,2022-08-31 12:25:40+00:00,"{
  ""coordinates"": [
    -1.6271499999999999,
    48.47105
  ],
  ""type"": ""Point""
}",all,umr6554 letg cnrs,"Sciences de la terre, géosciences","France, Bretagne","Sciences de la terre, géosciences","France, Bretagne",-,-,-,-,-,-,-,-,Jeu de données Drone de la Timbertière (Zone Atelier Armorique),Droit de propriété intellectuelle / Droit patrimonial,57833b75-9ed7-4e03-8673-4c48ea7d2159,geotiff,101,Amandine Henon,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,-1.6271499999999999,48.47105
825,2022-08-31 12:04:17+00:00,"{
  ""coordinates"": [
    -1.6274005,
    48.4713885
  ],
  ""type"": ""Point""
}",all,umr6554 letg cnrs,"Sciences de la terre, géosciences","France, Bretagne","Sciences de la terre, géosciences","France, Bretagne",-,-,-,-,-,-,-,-,"Image Thermique drone (La Timbertière,2020-07-07) - Zone Atelier Armorique ZAAr",Droit de propriété intellectuelle / Droit patrimonial,24517946-d03e-4052-acbc-a0c9616b263b,geotiff,101,Amandine Henon,ISO 19115-2 Geographic Information - Metadata Part 2 Extensions for imagery and gridded data,,,,,,,,,,,2022,-1.6274005,48.4713885
826,2022-08-31 11:29:32+00:00,"{
  ""coordinates"": [
    -1.627152,
    48.4710695
  ],
  ""type"": ""Point""
}",all,umr6554 letg cnrs,"Sciences de la terre, géosciences","France, Bretagne","Sciences de la terre, géosciences","France, Bretagne",-,-,-,-,-,-,-,-,"Image Thermique2 drone (La Timbertière,2020-05-25) - Zone Atelier Armorique ZAAr",Droit de propriété intellectuelle / Droit patrimonial,fdcb3cc6-6118-4bd9-a2d4-c21f84d8d9be,geotiff,101,Amandine Henon,ISO 19115-2 Geographic Information - Metadata Part 2 Extensions for imagery and gridded data,,,,,,,,,,,2022,-1.627152,48.4710695
827,2022-08-31 11:29:06+00:00,"{
  ""coordinates"": [
    -1.6271084999999998,
    48.471185000000006
  ],
  ""type"": ""Point""
}",all,umr6554 letg cnrs,"Sciences de la terre, géosciences","France, Bretagne","Sciences de la terre, géosciences","France, Bretagne",-,-,-,-,-,-,-,-,"Image Thermique1 drone (La Timbertière,2020-05-25) - Zone Atelier Armorique ZAAr",Droit de propriété intellectuelle / Droit patrimonial,0ba14447-4a05-4b0d-9cfe-02c5ac9ce7c6,geotiff,101,Amandine Henon,ISO 19115-2 Geographic Information - Metadata Part 2 Extensions for imagery and gridded data,,,,,,,,,,,2022,-1.6271084999999998,48.471185000000006
828,2022-08-31 11:28:38+00:00,"{
  ""coordinates"": [
    -1.6273515,
    48.471209
  ],
  ""type"": ""Point""
}",all,umr6554 letg cnrs,"Sciences de la terre, géosciences","France, Bretagne","Sciences de la terre, géosciences","France, Bretagne",-,-,-,-,-,-,-,-,"Image DSM drone (La Timbertière,2020-05-25) - Zone Atelier Armorique ZAAr",Droit de propriété intellectuelle / Droit patrimonial,9647cedf-5005-4520-9074-8b53bb10a126,geotiff,101,Amandine Henon,ISO 19115-2 Geographic Information - Metadata Part 2 Extensions for imagery and gridded data,,,,,,,,,,,2022,-1.6273515,48.471209
829,2022-08-31 11:25:32+00:00,"{
  ""coordinates"": [
    -1.6273515,
    48.471209
  ],
  ""type"": ""Point""
}",all,umr6554 letg cnrs,"Sciences de la terre, géosciences","France, Bretagne","Sciences de la terre, géosciences","France, Bretagne",-,-,-,-,-,-,-,-,"Image RGB drone (La Timbertière,2020-05-25) - Zone Atelier Armorique ZAAr",Droit de propriété intellectuelle / Droit patrimonial,7c8a60c4-8ab4-49e5-a362-a7bbf30b5c69,geotiff,101,Amandine Henon,ISO 19115-2 Geographic Information - Metadata Part 2 Extensions for imagery and gridded data,,,,,,,,,,,2022,-1.6273515,48.471209
830,2022-08-31 11:22:25+00:00,"{
  ""coordinates"": [
    -1.6276125000000001,
    48.47117299999999
  ],
  ""type"": ""Point""
}",all,umr6554 letg cnrs,"Sciences de la terre, géosciences","France, Bretagne","Sciences de la terre, géosciences","France, Bretagne",-,-,-,-,-,-,-,-,"Image Thermique drone (La Timbertière,2020-05-07) - Zone Atelier Armorique ZAAr",Droit de propriété intellectuelle / Droit patrimonial,2213eecf-5d66-4eb0-8a9f-389a44a0963c,geotiff,101,Amandine Henon,ISO 19115-2 Geographic Information - Metadata Part 2 Extensions for imagery and gridded data,,,,,,,,,,,2022,-1.6276125000000001,48.47117299999999
831,2022-08-31 11:22:01+00:00,"{
  ""coordinates"": [
    -1.628493,
    48.471271
  ],
  ""type"": ""Point""
}",all,umr6554 letg cnrs,"Sciences de la terre, géosciences","France, Bretagne","Sciences de la terre, géosciences","France, Bretagne",-,-,-,-,-,-,-,-,"Image DSM drone (La Timbertière,2020-05-07) - Zone Atelier Armorique ZAAr",Droit de propriété intellectuelle / Droit patrimonial,fb1263ef-eee6-4e74-b1d6-fe449f31daa9,geotiff,101,Amandine Henon,ISO 19115-2 Geographic Information - Metadata Part 2 Extensions for imagery and gridded data,,,,,,,,,,,2022,-1.628493,48.471271
832,2022-08-16 00:00:00+00:00,-,"ZAAJ, all, intranet",non renseigné,-,-,-,-,-,-,-,-,-,-,-,-,Diet of the Barn Owl and variations of small mammal population relative densities,-,oai:search-data.ubfc.fr:FR-18008901306731-2016-02-15-20,application/vndms-xls,107,Test Workflow,-,,,,,,,,,,,2022,0.0,0.0
833,2022-07-05 14:41:57+00:00,"{
  ""coordinates"": [
    20.7702,
    37.688050000000004
  ],
  ""type"": ""Point""
}",all,p2i,"Sciences de la terre, géosciences","Greece, Ionian Sea","Sciences de la terre, géosciences","Greece, Ionian Sea",-,-,-,-,-,-,-,-,Falaises Zakynthos - Plakaki Nord,Droit de propriété intellectuelle / Droit patrimonial,b1106409-b369-4fc8-9043-eb12dd870f0d,bin,101,Amandine Henon,ISO 19115,,,,,,,,,,,2022,20.7702,37.688050000000004
834,2022-06-30 16:27:16.960000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,"Biologie, faune et flore",-,"Biologie, faune et flore",-,-,-,-,-,-,-,-,-,Couvert végétal,-,6f2d57c1-caa1-44f2-aeb9-ea934607c5fc,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
835,2022-06-30 16:27:08.119000+00:00,"{
  ""coordinates"": [
    -15.096623000000001,
    15.6152915
  ],
  ""type"": ""Point""
}","all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,"Biologie, faune et flore",-,"Biologie, faune et flore",-,-,-,-,-,-,-,-,-,Projets de reboisement de la Grande Muraille Verte,-,bb7dc6e5-06ac-4936-9767-4177ac40ff31,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,-15.096623000000001,15.6152915
836,2022-06-30 16:26:58.784000+00:00,"{
  ""coordinates"": [
    -14.237392,
    14.481156499999999
  ],
  ""type"": ""Point""
}","all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,"Télécommunication, approvisionnement et énergie",-,"Télécommunication, approvisionnement et énergie",-,-,-,-,-,-,-,-,-,Routes pistes,-,6d45b096-6fd6-4319-923f-62d9cbca14e8,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,-14.237392,14.481156499999999
837,2022-06-30 16:26:49.448000+00:00,"{
  ""coordinates"": [
    -14.2152265,
    14.7454745
  ],
  ""type"": ""Point""
}","all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Limites politiques et administratives,-,Limites politiques et administratives,-,-,-,-,-,-,-,-,-,Découpage administratif échelle départementale,-,df79151b-a981-49a1-9af3-416483eb427e,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,-14.2152265,14.7454745
838,2022-06-30 16:26:39.834000+00:00,"{
  ""coordinates"": [
    -14.357779,
    15.226078000000001
  ],
  ""type"": ""Point""
}","all, intranet, ohmi_tes, driihm",ohmi tessekere irl 3189 ess ucad geographie,Limites politiques et administratives,-,Limites politiques et administratives,-,-,-,-,-,-,-,-,-,Découpage administratif échelle communale,-,1021663a-2706-419f-beb7-9bf5523d699f,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,-14.357779,15.226078000000001
839,2022-06-30 16:26:30.617000+00:00,"{
  ""coordinates"": [
    -14.287658500000001,
    14.3987915
  ],
  ""type"": ""Point""
}","all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Limites politiques et administratives,-,Limites politiques et administratives,-,-,-,-,-,-,-,-,-,Découpage administratif échelle régionale,-,022f2d20-45b8-44ba-bf9a-3c4631c7038b,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,-14.287658500000001,14.3987915
840,2022-06-30 16:26:21.368000+00:00,"{
  ""coordinates"": [
    -14.357779,
    15.1000885
  ],
  ""type"": ""Point""
}","all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Limites politiques et administratives,-,Limites politiques et administratives,-,-,-,-,-,-,-,-,-,Découpage administratif échelle arrondissement,-,1c2e1df7-fc43-4ee6-8fc8-d3fceffd658d,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,-14.357779,15.1000885
841,2022-06-30 16:26:12.091000+00:00,"{
  ""coordinates"": [
    -14.417296,
    14.4795345
  ],
  ""type"": ""Point""
}","all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,"Environnement, Sciences de la terre, géosciences",-,"Environnement, Sciences de la terre, géosciences",-,-,-,-,-,-,-,-,-,Répartition des unités hydrogéologiques du Sénégal,-,7d71b52b-a58a-422c-80ca-d8f34157dee6,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,-14.417296,14.4795345
842,2022-06-30 11:27:32.871000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des églises,-,7b20037c-a0f0-49fb-b82c-1590073b9d7b,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
843,2022-06-30 11:27:22.866000+00:00,-,"all, intranet, ohmi_tes, driihm",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des écoles secondaires,-,1d83d401-e42c-43ed-b013-2584cf360799,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
844,2022-06-30 11:27:13.495000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des écoles privées,-,9e5f4358-b5b7-4a25-847b-98f0afb2d6da,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
845,2022-06-30 11:27:04.615000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des écoles prescolaires,-,95cc7fb5-5382-423e-beb6-762dc47cf22b,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
846,2022-06-30 11:26:55.846000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des Lycées,-,8b3b7676-4749-48e6-8290-6a0adf1c9b1e,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
847,2022-06-30 11:26:46.765000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des Ecoles élémentaires,-,2acfaf2e-6248-4db0-b479-532245194cf2,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
848,2022-06-30 11:26:37.814000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des Ecoles arabes,-,6f5a44a8-b18d-4c96-b69a-ea852be5db23,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
849,2022-06-30 11:26:28.336000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des Daara,-,f3daa693-93ed-47cb-9a89-be38eac9dbcc,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
850,2022-06-30 11:26:19.085000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des cliniques vétérinaires,-,d0298ae0-6f28-4893-8a76-e9404ff835db,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
851,2022-06-30 11:26:09.514000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des cliniques,-,038349d1-90d8-4675-b2df-cf8ca5e96af1,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
852,2022-06-30 11:26:00.301000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des centres sociaux,-,cb28d83c-d88d-4432-a5d8-e4552f26a1b0,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
853,2022-06-30 11:25:50.261000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des centres de santé,-,c7ed8aa6-008c-4b25-bec6-049e3aecf2fe,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
854,2022-06-30 11:25:41.148000+00:00,-,"all, intranet, ohmi_tes, driihm",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des centres de recherche,-,580beeb3-c74a-4769-9e2f-e813befbe1d0,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
855,2022-06-30 11:25:31.397000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des centres polyvalents,-,c9c166f7-6bd3-4fa3-bd0e-a7ba8068f55f,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
856,2022-06-30 11:25:22.225000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des centres de formation professionnelle,-,0dfa7599-70f9-4b2f-b1e8-222c38801049,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
857,2022-06-30 11:25:12.860000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des centres d'expansion rurale,-,c1e60498-6ef8-4f7d-9bad-8394d932fdeb,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
858,2022-06-30 11:25:02.797000+00:00,-,"all, intranet, ohmi_tes, driihm",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des centres culturels,-,5d9a0b0d-62cd-4359-9f2d-e91a8bbc386f,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
859,2022-06-30 11:24:53.679000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des cases de santé,-,c33b66b2-7dea-4fa0-b006-214c863b034c,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
860,2022-06-30 11:24:32.008000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des bureaux de poste,-,f6057fe4-84d3-4e29-8f58-1d40627cd4d0,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
861,2022-06-30 11:24:22.738000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des boulangeries,-,1b7cc4f6-4f76-438b-a8d9-d951034714a1,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
862,2022-06-30 11:24:13.565000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des compagnies bancaires,-,fcd2a9cf-2b7d-4323-a1c3-f146e58bbafa,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
863,2022-06-30 11:24:03.972000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des auberges,-,3060f3d6-c674-40ab-9dc3-d35d0acbd529,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
864,2022-06-30 11:23:53.974000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des ateliers,-,45436a82-d2d9-4178-a2ed-d7d53f86710c,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
865,2022-06-30 11:23:43.552000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,"Climatologie, météorologie, atmosphère",-,"Climatologie, météorologie, atmosphère",-,-,-,-,-,-,-,-,-,Relevé de paramètres climatiques,-,35e70f6b-7362-4935-9aba-18dce8202b2a,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
866,2022-06-30 11:23:32.580000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Localisation,-,Localisation,-,-,-,-,-,-,-,-,-,Répartition des compagnies d'assuarnce,-,111313fc-e744-499d-995e-1e583645807d,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
867,2022-06-30 11:23:22.532000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,"Télécommunication, approvisionnement et énergie",-,"Télécommunication, approvisionnement et énergie",-,-,-,-,-,-,-,-,-,Répartition des antenne-relais de téléphonie mobile (Tigo) en 2014,-,888d26b4-42b1-4d38-afa7-ecad7882548e,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
868,2022-06-30 11:23:13.037000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,"Télécommunication, approvisionnement et énergie",-,"Télécommunication, approvisionnement et énergie",-,-,-,-,-,-,-,-,-,Répartition des antenne-relais de téléphonie mobile (Orange) en 2014,-,c123bf8d-056b-4eb0-8f8d-ea2930062468,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
869,2022-06-30 11:23:03.479000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,"Télécommunication, approvisionnement et énergie",-,"Télécommunication, approvisionnement et énergie",-,-,-,-,-,-,-,-,-,Répartition des antennes hertziennes en 2014,-,b3238f10-3721-4dae-a28b-8f238b6c24b5,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
870,2022-06-30 11:22:54.007000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,"Télécommunication, approvisionnement et énergie",-,"Télécommunication, approvisionnement et énergie",-,-,-,-,-,-,-,-,-,Répartition des antenne-relais de téléphonie mobile (Expresso) en 2014,-,c1b4f89f-87cf-444f-a8bc-55807e7e41d4,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
871,2022-06-30 11:22:42.978000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Agriculture,-,Agriculture,-,-,-,-,-,-,-,-,-,Répartition des superficies cultivees par type de culture en 2016,-,1ceba5e7-2c9a-4dc6-815f-93b29a5179df,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
872,2022-06-30 11:22:32.339000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Agriculture,-,Agriculture,-,-,-,-,-,-,-,-,-,Répartition des superficies cultivees par type de culture en 2015,-,20e5e5e9-ff1f-4e77-9d86-6e2a224ed37c,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
873,2022-06-30 11:22:22.617000+00:00,-,"all, intranet, driihm, ohmi_tes",ohmi tessekere irl 3189 ess ucad geographie,Agriculture,-,Agriculture,-,-,-,-,-,-,-,-,-,Répartition des superficies cultivees par type de culture en 2014,-,62878e2d-2033-406e-8b53-6234ad85a733,vecteur,103,Mathieu Massaviol,ISO 19115:2003 Geographic information - Metadata,,,,,,,,,,,2022,0.0,0.0
